statementClean,cRelevant,Participant_ID,gameNumber,cumulativeGameNumber,lineNumber
alright,0,16,2,2,172
get my moving down get my moving down,0,16,1,1,67
alright,0,127,1,1,129
i am going way to fast and it is tough right now,0,34,1,1,46
controlling the spaceship is the hardest thing here,0,28,1,1,51
how are you supposed to go in a circle and shoot,0,739,7,7,73
im really just going for control almost,0,404,5,5,187
alright yeah thats one dollar sign that ive seen at least,0,33,3,3,669
p okay i keep losing control almost immediately and i am having a lot of trouble slowing down,0,558,4,4,19
i have lost track of the money right now,0,34,2,2,88
all right,0,55,5,5,739
now im flying too fast,0,3,8,8,165
i am trying to slow down,0,53,9,9,427
well i got the interval right but i could not hit it,0,804,10,10,408
that was evenly faster,0,12,9,9,661
going back to the hexagon,0,300,6,6,330
slow down slow down,0,127,10,10,284
slow down,0,131,2,2,46
right now i have 1000 which i think is just fantastic,0,558,1,1,5
im going a bit slower,0,300,1,1,212
okay hit thei have terrible movement,0,468,9,9,202
alrighty,0,647,1,1,113
alright just a bonus once dollar sign pops up again got it alright points bonus,0,404,9,9,357
alright im getting a little bit better,0,190,1,1,110
i gotta get my muscle memory down as soon as i seen it to get the interval right,0,681,3,3,244
i always hate this  all right that didnt work,0,804,5,5,283
i have to learn to fly this thing before i can get the other functions down because its so difficult like those missiles,0,127,9,9,265
alright get out the way,0,16,4,4,325
okay so doing good on velocity,0,34,9,9,434
rotate rotating to aim,0,300,8,8,380
stop,0,43,10,10,199
alright so that was wow,0,113,3,3,328
ah alright so if i boom boom boom,0,20,4,4,517
i fly so okay there you go,0,214,4,4,278
im going to preserve my bullets and try to at least alright i got more bullets so im good for a little bit,0,685,4,4,90
no no stop,0,818,8,8,194
im controlling it,0,818,10,10,272
slow down,0,51,8,8,314
slow down slow down,0,28,1,1,24
turn and thrust turn and thrust,0,53,10,10,479
okay not doing too hot on this one on velocity or anything either,0,34,10,10,477
p ugh i shot it too fast because of the mine,0,400,9,9,134
going too slow,0,319,8,8,197
shot way to fast couldve gotten it,0,34,4,4,212
wsg alright so friend,0,473,2,2,181
do i just press spacebar to continue,0,30,1,1,53
my intervals are too fast for the mine however its vulnerability is getting higher im going really fast,0,130,10,10,421
out of control,0,319,5,5,126
yeah i think i forfeited staying in that um hexagon so now its just a game all about timing and accuracy to hopefully destroy one of these,0,825,4,4,137
p oh ok alright,0,404,7,7,274
okay screen just went black,0,34,1,1,50
im trying to slow this spaceship down cuz its going too fast,0,130,2,2,246
there okay now i can move,0,16,2,2,135
all right i dont even know how to memorize that,0,57,9,9,1389
okay now im movin way too fast,0,16,2,2,168
w ok managed to hit that enemy ok this is kind of just the grind right here,0,404,7,7,267
mumbles going too fast,0,319,3,3,58
mumbles clockwise mumbles alright,0,26,7,7,114
i just turned my friend into a foe,0,49,4,4,369
this thing move quick,0,16,1,1,14
points control,0,54,7,7,399
i think i clicked too fast,0,130,2,2,249
turn toward,0,28,7,7,290
turn the direction if i go the other way,0,52,2,2,550
alright do i just go on to the next one,0,51,1,1,20
alright my aim is terrible,0,190,2,2,132
you just can like go in a circle,0,51,4,4,107
alright,0,28,8,8,347
i was so close to shooting it i had 10 vulnerability so just trying to circle around clockwise oh no i couldve killed it twice,0,130,8,8,394
alright that is a c so that is a friendly,0,910,2,2,42
alright,0,28,4,4,177
like the way it changes directions thats exactly what you need to keep your ship in control,0,214,5,5,298
whoever is controlling this fortress needs to take a day off,0,41,10,10,639
alright,0,16,3,3,212
man i feel like in drifting right now man,0,16,3,3,251
mumbles clockwise,0,26,6,6,99
slow down,0,51,4,4,96
486 right hand,0,52,5,5,654
going too fast,0,28,10,10,411
aright,0,54,7,7,383
too slow,0,24,4,4,93
turn and go,0,28,2,2,98
and im out of control,0,28,8,8,341
i just walked right into that one,0,155,7,7,262
getting used to the sensitivity but i completely expect that once the controls change it will be difficult all over again,0,12,3,3,451
um just getting a lot more control of my ship,0,404,4,4,143
see if i just screen wrap and kind of just stay in one horizontal err vertical line then that actually works pretty well for me,0,404,7,7,248
too fast,0,24,1,1,32
i think im getting worse because because its im not focusing staying in the bounds,0,57,4,4,1073
alright just uh huh,0,30,3,3,123
alright and go,0,28,1,1,10
i definitely feel more in control of the ship thing but it still feels like ice,0,217,9,9,75
im in totally control i have relaxed everything in my body for some reason im not morphing out of control,0,825,8,8,246
okay i gotta turn then move,0,16,6,6,497
slow down,0,569,9,9,233
i felt like im doing everything right,0,33,8,8,856
p im gonna stay in this hexagon,0,50,9,9,112
p alright,0,809,7,7,115
left arm is getting tired from muscle confusion,0,319,9,9,237
alright,0,16,1,1,34
trying to control my speed,0,319,4,4,88
its a lot faster paced than i thought it would be for sure,0,404,1,1,26
seem to keep going into hyperspace so jd thats a friend,0,34,3,3,138
umm alright so i got lucky that it was a friendly mine,0,404,1,1,20
you know when youre trying to slide your controller its just impossible to pay attention to anything else like youre just trying to like stay in the hexagon,0,214,4,4,279
stop,0,33,2,2,585
no stay out of hyperspace,0,818,7,7,164
yeah i think that my problem is that i prioritize it trying to stay on the screen so the mouse doesnt factor into this for me,0,47,3,3,34
controlling my ship,0,49,5,5,375
and turn shoot,0,28,8,8,346
okay going way too fast,0,818,5,5,111
p alright omv omv omv omv omv,0,910,2,2,27
and velocity is im at 500 500 points,0,41,1,1,312
come on slow down slow down,0,127,6,6,221
p alright,0,51,8,8,297
its like trying to go slow and steady now just messes you up,0,411,5,5,77
ah i ran into the friendly mine because i was moving too fast,0,3,7,7,130
alright i was going way too fast,0,190,2,2,138
this is extremely difficult i go very very fast,0,34,1,1,25
uh get on the screen,0,739,10,10,107
p alright,0,910,1,1,13
no dont dont dont lose control,0,818,8,8,210
alright two hand is not working so back to one,0,20,7,7,644
turn,0,210,6,6,73
okay what is this right now,0,34,3,3,132
this next screen im going to kill it 486 enter,0,52,8,8,783
p alright,0,473,4,4,219
oh that was too fast,0,28,9,9,378
what hyperspace meant,0,214,9,9,374
alright friendly mine,0,28,5,5,215
p alright,0,848,8,8,349
p and then i press the space bar afterwards,0,27,1,1,3
ok mumbling alright got a friendly on the screen take him down ok,0,404,9,9,356
i always see the dollar sign right when i have to shoot it,0,647,9,9,222
and theres a mine on the screen but its just blew up alright,0,848,5,5,282
four oh were moving now,0,20,4,4,530
just gonna do fly bys okay were gonna try to gain control and were gonna,0,818,4,4,78
oh and hes flying on his own again,0,20,2,2,425
alright thats one back,0,16,2,2,142
p slow down slow down,0,50,10,10,133
i tried to stay in the hexagon that time,0,468,4,4,50
alright damn,0,16,2,2,161
alright i gotta keep shooting im at vulnerability 3 thought i was higher damn,0,404,10,10,387
p trying to go around the circle,0,647,2,2,133
oh its faster now i can aim better though this way,0,211,6,6,86
ok this is the longest ive stayed in the circle so clearly im doing something right when i talk to myself aloud,0,20,7,7,662
thats too fast,0,12,6,6,558
alright that is a d,0,16,6,6,442
x thats a friendly mine going too fast going to fast,0,404,6,6,225
there we go slow down,0,51,8,8,317
im also getting better at unconsciously flying around and shooting this thing in the middle,0,681,4,4,259
alright go this way,0,51,3,3,58
move,0,20,10,10,809
alright,0,16,3,3,177
alright,0,647,10,10,234
i know the recommended strategy was go counterclockwise but if my ship starts going clockwise gonna try to go with it because its so hard to control,0,404,9,9,355
fly up,0,30,10,10,528
dangit i keep flying right into him,0,16,4,4,314
im just flying in space not doing anything right now,0,372,1,1,7
okay did it alrighty thats how you do it,0,41,4,4,420
turn and i died,0,28,6,6,278
yea i have to move faster,0,214,9,9,378
p the important thing about moving it is likedont overturn or overcorrect,0,432,4,4,133
points is left,0,16,2,2,93
slow down a little,0,685,8,8,172
umm especially with the mine coming at you faster and youre trying to avoid the bullets from the fortress as well,0,685,6,6,135
second dollar sign going too fast,0,319,8,8,193
make a right make a left go straight go straight,0,20,7,7,650
its spinning so fast,0,211,2,2,24
alright,0,28,1,1,44
just gotta alright,0,473,3,3,210
there needs to be a slow down button because this is ridiculous,0,113,5,5,381
shooting in a slow rate of fire,0,300,7,7,353
p so i need to turn that into a nope not good,0,52,2,2,547
mumbles alright,0,26,6,6,97
im adjusting flight for the fly by tactic again moving to that side,0,910,2,2,43
still getting used still trying to stay in the control area for the most part,0,404,1,1,30
move move,0,30,1,1,37
alright,0,127,2,2,162
alright get the points,0,51,10,10,453
ok thats a  no oh turn shoot,0,33,2,2,602
alright,0,647,5,5,174
move your way around ozi its an enemy bye,0,130,6,6,334
im supposed to be staying in the hexagon,0,20,3,3,509
i need to slow down,0,12,4,4,471
alright box,0,16,2,2,101
ah ok no but i get slower so i can usually avoid enemy mines,0,404,4,4,170
i went too fast,0,130,4,4,300
p okay oh this shoots fast this thing moves fast great,0,14,1,1,436
my velocity is great,0,41,7,7,539
alright,0,16,8,8,610
alright,0,41,8,8,575
all right we have dollar sign then we have w,0,55,7,7,823
alright,0,825,10,10,293
learn how to control it,0,33,1,1,539
g no nononono back forward back forward back forward there we go,0,14,8,8,769
p aright cool,0,49,1,1,281
p oh ok alright,0,404,1,1,7
gotta say this mumbles clockwise,0,28,6,6,253
stop it,0,113,2,2,298
slow down,0,51,3,3,74
alright im not even worrying about direction at this point,0,411,6,6,97
p im pressing 8 to move forward,0,300,1,1,197
oh theres a mine on screen i think its friendly,0,3,10,10,226
move,0,28,6,6,279
oh no i feel like i might lose sanity for a bit just briefly,0,825,3,3,110
alright im at 10 again but im flying all over and i died,0,558,7,7,56
turn around this way yes okay you bounced right off i thought you were going to die,0,818,2,2,32
spinning around this thing its all about if youre going in one direction you press the thrust key,0,804,9,9,385
alright im driftin lets get it,0,16,6,6,471
its kind of hard when im warping in and out of the screen i actually managed to hit it,0,404,5,5,183
there was a mine on the screen but that was taken care of,0,848,8,8,353
alright alright gotta slow down someh okay,0,28,1,1,18
slow down,0,51,8,8,303
phf double right click phf means its a foe so it has to be friendly double right click,0,52,7,7,744
1 2 3 got the bonus 4 5 6 6 7 8 9 10 alright now im at 440,0,372,8,8,101
thats not my i need to turn him into,0,52,7,7,768
alright,0,319,2,2,22
uh t ah man didnt get the right interval there that was the problem,0,404,4,4,148
alright,0,16,2,2,137
okay so i just move extremely quickly,0,34,1,1,12
g unfriendly ah im out of control ah man ok,0,404,10,10,379
wrapped around screen 25 times,0,658,2,2,24
shoot okay alright umm i think im starting to get a little better doing the thrusting and all that stuff trying to keep it on the screen a little bit better,0,685,1,1,18
p lki lki it goes too fast how i get back on track,0,569,1,1,111
first dollar sign going too fast,0,319,7,7,180
its hard to figure out how to slow down to turn around obviously i turn around and then,0,214,3,3,259
lets see the vulnerability is at 0 right now,0,300,1,1,210
i keep wanting to shoot really fast but,0,569,4,4,154
p gonna stay in the hexagon,0,50,7,7,72
move around a little bit,0,54,6,6,349
p alright here we go,0,113,1,1,238
slow down,0,53,2,2,69
gotta slow down,0,49,2,2,288
slow down,0,51,5,5,145
turn turn turn,0,127,3,3,169
alright still getting killed by the enemy mines all the time they come on the screen pretty fast so i have to look immediately down,0,681,2,2,231
was that not fast enough,0,16,9,9,742
p alright just gonna gonna take all the shots,0,190,4,4,174
alright o thats a friendly,0,404,10,10,386
alright,0,16,1,1,24
ok managing to stay in the control zone,0,404,9,9,350
p and i have no idea how to slow down,0,57,1,1,827
alright i got to make sure to quickly press fire button to destroy the base,0,300,10,10,414
y i dont remember i dont remember he number right now,0,34,7,7,346
damn i got no control over these,0,49,2,2,323
okay if i hit the fortress i go backward which is not even a bad strategy at all,0,52,3,3,575
ok take it slowly there you go nope come back,0,210,5,5,51
alright so how im onna do this,0,16,3,3,258
just trying to slow down and shoot this,0,130,8,8,387
lemmy slow down,0,16,1,1,17
okay go forward do that,0,818,2,2,29
your ship wrapped the screen 40 times,0,51,3,3,84
umm alright,0,28,10,10,448
alright i think i did worse,0,190,3,3,167
oh i just did a full hexagon no i didnt no i didnt,0,52,6,6,735
slow down,0,51,7,7,278
i get points deducted every time i go into hyperspace but it might be a move,0,53,8,8,365
okay so move this thing here,0,57,8,8,1330
alright,0,54,5,5,337
not many people unintelligible feel like my biggest issue is controlling the ship since the ship doesnt stop at all,0,804,5,5,291
slow down,0,56,7,7,100
im going to try turning a little bit of speed,0,51,2,2,37
bounce off the space fortress dude,0,40,2,2,53
i should just be a hyperspace pilot,0,53,3,3,124
still trying to gain control its a really difficult game you werent kidding 4 thats a friendly mine,0,41,2,2,368
slow down,0,127,6,6,224
its much harder to dodge the missiles when youre inside the hexagon,0,400,3,3,70
its a foe no too slow,0,34,1,1,43
i thought i was getting good at flying,0,20,3,3,497
p ok i cant seem to control myself,0,809,1,1,16
your ship warped through the screen 29 times,0,825,1,1,42
i need to stop going into hyperspace,0,53,6,6,275
already moving too quickly,0,14,4,4,558
trying to shoot and stay clockwise,0,468,7,7,141
oh get back on the screen,0,739,5,5,53
that velocity scored points are like nothing cause i keep dying,0,12,1,1,373
its alright well get it and well get it,0,53,4,4,181
alright take my points and double shot,0,30,8,8,433
i can see why theyd give you points for going slow because it makes it significantly easier,0,400,7,7,118
out of control out of control out of control,0,319,9,9,236
alright,0,28,4,4,170
okay i only have 1 shot left okay 50,0,29,7,7,544
lets see im gonna start shooting at trying to form a square path instead of a hexagon path,0,300,5,5,303
get back in control,0,319,10,10,257
like a lot these controls dont do very much,0,809,2,2,38
boy these things are flying,0,127,1,1,128
alright lemmy learn how to move while i okay,0,16,8,8,673
p im at the top of the hexagon fire a few shots,0,300,9,9,386
im going to try and move slower this time while dodging missiles so get more points,0,400,4,4,82
its like the game knows when youre doing well and it just fires a thingy right at you,0,53,4,4,165
go turn forward,0,28,6,6,239
so im supposed to point at them and hit the right mouse button,0,658,2,2,27
slowly move around,0,14,5,5,626
its very instinctual to press the key as fast as you can and thats not what youre supposed to do,0,12,4,4,498
i wrote the flight path that i wanted to do but this is not working,0,20,1,1,410
9 i got 1 more then i gotta start going for the control shot,0,404,7,7,263
gotta control this spaceship,0,647,7,7,203
i want to move because its hard to control while im shooting but the thing keeps shooting at me,0,54,3,3,220
get control,0,319,4,4,101
i got 800 velocity i gotta slow down,0,569,1,1,119
kay slow down,0,51,10,10,434
can i go forward,0,55,1,1,548
p alright im trying to go in the counterclockwise flight path im like having trouble turning it,0,45,1,1,4
alright,0,28,5,5,206
and right before i had it again,0,818,9,9,235
i dont wanna be going this fast,0,14,4,4,548
stops game,0,739,1,1,5
slower and clockwise,0,28,8,8,350
i feel like going slow works the best,0,739,3,3,35
mumbles umm so thats the first dollar sign and thats an enemy mine umm second dollar sign so just trying to stop my acceleration cuz its going too fast,0,130,1,1,230
very hard to control,0,12,8,8,617
p its more harder if you try to stay inside the hexagon,0,658,5,5,39
this is very hard to control,0,29,6,6,502
okay so my control was terrible,0,34,4,4,213
velocity is still too high slow down a tad,0,848,9,9,383
wrapped the screen way too many times,0,319,7,7,187
turn stay,0,20,1,1,409
alright lemmy go my other way,0,16,7,7,537
the plan currently is to try and stay within the fortress as best as possible because the control points are very high,0,848,10,10,407
ok so just moving up and down helps a little,0,411,9,9,131
negative 813 ship was damaged 13 times i was damaged twice by the mines and i screen warped 28 times,0,825,3,3,124
i cant control myself,0,16,3,3,252
slow down,0,51,2,2,24
and i dont know how much times left,0,685,10,10,225
stop stop stop stop stop,0,53,10,10,476
hyperspace,0,818,5,5,108
forward,0,53,10,10,462
were just going to keep going to the right,0,818,5,5,87
i know how to move,0,16,1,1,49
stop running into the tower,0,24,7,7,166
alright its getting a little easier now,0,685,7,7,153
flying towardsthere you go i couldnt even see if it was an ally or not,0,130,8,8,381
alright i definitely just definitely energized that,0,404,1,1,34
the control is real touchy i gotta get used to it,0,681,1,1,189
stop stop,0,411,8,8,115
moving too fast moving too fast moving too fast moving too fast,0,14,4,4,560
dont wrap the screen,0,51,6,6,191
i wont feel right if i dont,0,49,7,7,401
lets see if i can control this thing try to stay in no stay in,0,29,6,6,500
and theres another and im trying to slow down to get inside the thing,0,569,6,6,191
alright this was by far my best run im in the 3000s,0,468,4,4,65
no that was left alright,0,20,7,7,681
p so im trying to go through the circle,0,647,1,1,110
alright this game is impossible,0,20,2,2,441
i cant control it this is really hard to control,0,33,1,1,545
too fast too fast too fast,0,14,4,4,579
im just going in and out of warp zone right now,0,404,3,3,91
p just trying to get the controls down,0,658,4,4,35
no cant control,0,29,3,3,394
uninterpretable yeah if i managed to find a way to control the ship maybe i can do better,0,29,8,8,568
alright this is very sensitive,0,28,2,2,96
vulnerability is at 10 but there was a mine on screen,0,46,8,8,547
so thats an ally mine just trying to move around this hexagon for more control points,0,130,4,4,296
alright,0,20,6,6,601
at least i destroyed it its not fast this is good,0,211,9,9,125
p im trying to get back into the hexagon,0,45,8,8,83
alright vulnerability 2 and he hit me thats enough,0,818,8,8,208
come on stop choking,0,24,8,8,196
stop being so fast,0,54,8,8,422
alright,0,30,2,2,106
okay ill just fly around i guess,0,12,2,2,397
alright thats one,0,16,9,9,722
velocity 42,0,54,5,5,336
im flying counter clockwise im trying to,0,372,1,1,9
alright i just destroyed the fortress so that strategy seems to work,0,372,5,5,64
b alright you my friend,0,16,2,2,144
circles will not get me wins,0,30,5,5,257
alright lets do this,0,319,6,6,141
alright back to zero,0,16,5,5,356
going too fast,0,46,2,2,392
p oh man i was only 4000 points alright,0,558,1,1,7
ok we are going to move slow like this,0,52,2,2,540
nice and slow,0,41,5,5,465
alright,0,28,4,4,165
alright perfect so i think we got the right velocity going,0,848,9,9,384
the mines mumbling cause i couldnt get the ship controlled to save my life,0,804,7,7,327
p okay uhm so i cant slow down,0,50,1,1,3
this is so hard to control,0,131,3,3,65
still cant control this thing,0,26,4,4,52
let me keep moving to escape,0,34,2,2,98
little circles,0,51,6,6,208
alright alright,0,28,2,2,71
i intended to avoid spardic flight pattens,0,12,6,6,551
okay trying to do a counterclockwise thing here,0,41,1,1,322
go forward no forward,0,33,1,1,550
ok uh no ran right into me,0,33,3,3,654
alright that was all ten,0,30,10,10,585
i do not want to be going that fast,0,818,2,2,30
p k g y right,0,50,6,6,66
i must control my movement,0,468,9,9,207
getting out of control first time i see the dollar sign friendly mine also on the screen,0,319,6,6,145
it flies too fast,0,20,6,6,607
slow down going way to fast,0,34,4,4,203
thats confusing how he moves,0,52,1,1,491
esp esp trying to focus on the spaceship while doing the intervals its tough but thats an ally mine luckily,0,130,8,8,377
p i really need to learn to play left handed,0,658,8,8,61
seriously who controlled this,0,41,1,1,309
and im going faster,0,411,6,6,98
alright well just r,0,16,3,3,240
im waiting for the 250 millisecond interval and nothing alright,0,20,4,4,549
especially the maneuverability of it and the dexterity i mean for the to control the spaceship here,0,127,7,7,240
alright slow down,0,16,1,1,19
yeah another im going in circles outside of the lines,0,468,6,6,126
i cant control this is killing me,0,404,1,1,39
hyperspace someone is following me,0,468,8,8,187
i shot too fast that time i can tell,0,12,2,2,392
turn around bang,0,20,8,8,721
please slow down,0,825,4,4,144
who says you need to go in circles to win,0,30,4,4,183
wrong rotation wrong rotation,0,14,5,5,600
alright lets go,0,685,3,3,46
the iff button is the right button but i clicked the left button,0,468,6,6,114
im going to start shooting the fortress slower,0,300,6,6,327
i think its smarter to stay on the outside i feel like im losing more points getting shot than control,0,400,3,3,69
thats a friendly mine but im moving really fast so i dont know if i can shoot it,0,3,7,7,122
so now im consistently shooting the fortress being able to kill it getting used to the ships control more getting used to flying around in a frictionless environment and compensating on the turns,0,681,1,1,218
apparently that friend was a foe so im just gonna keep going into hyperspace apparently since i cant just stay straight,0,804,10,10,406
i got the interval right but i didnt shoot it,0,24,3,3,87
yep fly right into it,0,30,6,6,318
p i feel like its not worth getting the bonuses because i float off so fast,0,18,5,5,36
i cant slow it down come on,0,127,5,5,209
alright beef,0,16,7,7,509
its a lot faster than i thought it was going to,0,647,1,1,111
i hit the left mouse button instead of the right,0,319,3,3,66
alright thats one dollar sign,0,16,4,4,310
lets stop lets stop,0,34,8,8,380
inaudible going way too fast but im outside the game ended,0,3,5,5,93
okay thats a foe but my interval wasnt fast enough and bonus,0,49,4,4,360
2 dollar signs bonus points i think that was an enemy mine but he was coming right at me,0,24,6,6,137
well the screen went black,0,33,1,1,577
okay wow were at 7 right now,0,34,5,5,252
alright,0,28,8,8,349
moving slow across from it,0,300,9,9,402
these shots are not controlled at all,0,113,9,9,507
i think im out of control here,0,468,7,7,158
ah interval or speed for my click was too fast and i died,0,685,3,3,62
problem is i just have such a hard time controlling this thing that its hard for me to do anything with it,0,127,7,7,233
go to the left stop it oh wow i ran into that one,0,113,2,2,301
ok i destroyed 1ok much better and im ging slower,0,569,9,9,227
alright,0,49,2,2,308
p alright bonus,0,51,10,10,396
alright theres the bonus 1 bonus 2 for the points,0,404,10,10,385
hmm not fast enough nope,0,568,2,2,47
alright the only way im going to win this is if i have the mine on my side,0,20,4,4,543
i seem to be losing a lot of control points,0,34,5,5,250
that doesnt stop moving,0,20,1,1,393
slow again,0,300,4,4,273
p yes thats what im trying to concentrate on right now,0,432,3,3,125
its very hard to get any control points or velocity points,0,12,1,1,365
turn,0,28,1,1,28
alright,0,16,7,7,575
now im gonna start focusing on i guess that well staying in the control zone,0,404,10,10,368
slow down,0,27,6,6,113
so yeah just trying to understand the movement and get the muscle memory down because it might take some time,0,468,3,3,42
so i got one more hit left,0,34,6,6,313
okay no stop stop moving,0,113,5,5,378
okay gained some control there we go,0,818,6,6,129
im started to go too fast at that,0,12,8,8,616
going too fast i see the dollar sign and an enemy mine,0,319,7,7,168
ok ok ok i got it under control now,0,155,6,6,236
alright im only on the ten point,0,16,8,8,656
alright this is way more,0,825,1,1,4
all right thats an enemy mine,0,55,7,7,811
turn,0,28,6,6,271
no stop leaving the screen,0,113,2,2,286
okay its really difficult to speak and talk at the same time 1 2 3 4 5 6 7 i guess i guess it shoots you quickly you slow down,0,41,7,7,528
i can slow down when i get killed but id prefer to do that differently,0,569,5,5,176
okay vulnerability is at 0 which is bad cuz i get a turn on this,0,29,6,6,497
alright,0,28,1,1,19
stop corning me,0,113,3,3,318
its honestly its better to just stay still because of all of these points im losing from the hexagon,0,54,4,4,257
just stay in the circle,0,51,4,4,103
turn turn turn,0,127,2,2,149
run forward,0,30,8,8,443
im really just trying to get this thing to like allow me to control it but were not friends right now,0,47,1,1,8
i gotta build up the vulnerability counter and try to move clockwise,0,681,1,1,194
its not staying on the lines right now,0,46,1,1,362
yep dont even know where clockwise is now,0,57,3,3,968
p oh friend or foe mouse right counterclockwise got it,0,53,2,2,39
p slow down,0,50,4,4,46
alright here we go,0,28,6,6,248
alright where the next motherfworder at,0,16,7,7,580
aww now its real fast oh crap,0,211,7,7,92
p lyv this is whether or not a mine is a foe so if it shows up on the iff counter at the bottom of the screen i have to if its one of those letters then it is a foe,0,681,1,1,188
going into hyperspace,0,468,9,9,198
all right full game,0,57,4,4,1037
but due to my incredible maneuvering i cannot seem to line up a shot and the one time i do i seem to click it too rapidly which resets the vulnerability score so it is very frustrating,0,558,2,2,12
my left hand cant respond to nothin,0,16,4,4,293
so its a little faster than that the right click,0,24,2,2,67
p yeah this thing is moving so fast its hard to pay attention to the mines and dollar signs but i know i should,0,211,2,2,33
and just went to hyper space,0,14,7,7,720
octagon,0,41,1,1,336
i pressed space bar by accident,0,113,1,1,246
i think i had positive control points so pretty excited about that,0,558,7,7,58
oh im still like flying around,0,214,2,2,213
alright okay okay,0,28,5,5,200
i was gonna fly strait at it,0,14,8,8,770
aright,0,16,8,8,650
thats weird i didnt notice the fortress was spinning within the octagon or hexagon whatever,0,211,5,5,69
ok now start trying to control a little bit more,0,404,8,8,306
uhh alright,0,825,4,4,151
oh no wait oh the mine is on the screen,0,190,1,1,113
its crazy alright,0,113,2,2,308
alright so bouncing off the middle seems to send me in the opposite direction so its not a good way to slow me down,0,468,8,8,178
the whole having to move forward to move yoursledf back is a lot to manage,0,400,4,4,88
turn turn,0,210,4,4,46
i got the right interval and was able to shoot it to get another vulnerability point on the  oh i did horrible,0,848,9,9,393
alright,0,818,5,5,106
slowing down im staying better now,0,300,3,3,258
too fast slow down,0,300,3,3,252
alright so,0,568,1,1,8
p yeah do i press space bar,0,568,1,1,29
go straight make a left,0,20,7,7,655
sorry didnt fly it,0,53,2,2,50
i think oh didnt happen this time alright,0,558,3,3,16
alright,0,28,5,5,228
alright so i need to stay within the hexagon,0,52,1,1,488
going too fast,0,319,6,6,150
getting a little more control but unintelligible im not going to be doing so hot,0,804,6,6,306
alright i might as well just use my shit,0,16,4,4,296
turn,0,28,4,4,189
i think the next time i play this game its going to switch the controls on me,0,53,1,1,32
im too strong with the thrust,0,16,9,9,693
alright thats it,0,16,8,8,635
too fast aww i got to pay attention to that,0,211,6,6,81
p so this is nothing right here txh,0,26,1,1,3
oh alright so the hardest thing is not making any huge movements,0,319,2,2,19
p im going to go over the instructions so i have 2 left click when i see the dollar sign right click when i see the number,0,52,10,10,851
oooh slow down slow down slow down,0,127,6,6,219
so fast oh,0,211,7,7,100
i was going to slow mumbles,0,404,10,10,382
lemmy try to slow this down,0,29,2,2,363
alright i have control now,0,825,8,8,245
just get into the hexagon,0,28,1,1,39
p ok i cannot play this game right its kind of embarrassing,0,411,2,2,28
fly up and oh thats the ending,0,30,6,6,320
p alright,0,454,4,4,191
l alright you my dog,0,16,8,8,641
alright,0,404,5,5,177
p alright i got one more shot,0,16,10,10,754
alright well destroyed the fortress once time,0,404,8,8,327
ok hes at 10 now ah man alright if i could just not mess this up i can actually manage to,0,404,5,5,189
slow oh alright,0,30,3,3,143
alright so now we have this game plan set up,0,848,9,9,388
i cant get a control of it,0,210,1,1,5
its kind of hard to keep out of hyperspace but oh the boss got me,0,804,2,2,247
but if i move too fast ill lose control,0,404,1,1,42
right we got some type of points,0,57,9,9,1403
okay well velocity isnt doing too bad just the points right now which is,0,34,7,7,351
alright this oh oh,0,20,4,4,513
i didnt expect it to have all this moving stuff,0,217,1,1,35
p yeah like sometimes its like harder to move around i dont think its the controls,0,211,6,6,84
oh this is really alright,0,568,1,1,6
turning,0,28,6,6,242
slow down,0,51,7,7,235
alright,0,28,1,1,34
okay there we go alright lets go,0,685,5,5,111
difficulty staying in the hexagon,0,432,2,2,114
pit stopped,0,40,1,1,47
um just flying it not really changing anything,0,33,6,6,763
uhh yeah okay so same controls,0,53,4,4,142
alright,0,16,2,2,141
i m choosing not to shoot right now because i dont have any bullets and i dont want to take negative points as im already doing,0,685,4,4,88
slowing down,0,300,5,5,313
oh i couldve gotten it no it was b so i had to turn it into a,0,52,5,5,666
so i want to turn him into a friendy,0,52,1,1,523
slowed down too much,0,3,6,6,112
alright,0,404,2,2,72
slowing down is extremely  difficult so its better to go at an optimal speed constantly or just very slow constatntly,0,12,2,2,398
ok so not going clockwise but im gonna try to stay in the middle kinda not go to hyperspace like the last few rounds,0,468,6,6,133
alright but i didnt get hit as much,0,16,4,4,341
turn and no,0,28,7,7,301
alright best score yet,0,558,7,7,57
p when theres nothing in the screen i can fore at the fortress,0,52,8,8,782
theres no slowing down,0,49,1,1,254
p i like how fast this game is,0,432,1,1,101
all right,0,55,4,4,659
my turning will never start off strong,0,16,7,7,514
and we have 14 left,0,848,6,6,324
sometimes its like harder for me to move it,0,211,6,6,83
alright there we go,0,51,4,4,93
turn around,0,55,3,3,627
p but i feel like im starting to get the hang of it a little bit except that the joystick is very sensitive so i keep flying all over the place,0,45,1,1,7
umm its still i think the hardest thing is identifying the bonuses cuz you have so much on the screen,0,685,7,7,159
alright,0,16,1,1,44
mine on the screen k,0,55,6,6,785
its not fair it just gets you right when you start,0,473,3,3,202
tba that means i have to turn it,0,52,6,6,714
one bonus achieved still getting used to the controls since the ship does not slow down,0,804,3,3,259
im trying to not be crazy all over the screen for once,0,569,4,4,151
um i stay outside the control zone,0,404,4,4,169
alright try to keep going in a counterclockwise shape,0,28,3,3,125
too slowly there,0,404,7,7,250
alright he got me,0,190,3,3,159
trying to slow myself down before i shoot,0,300,9,9,394
total score is 3890 and wrapped the screen 57 times,0,52,1,1,524
